core_id,field,level,set_count,set_total,rest_count,rest_total,set_fraction,rest_fraction,frequency_difference,odds_ratio,q_value,set_mean,rest_mean,cliffs_delta,direction,cramers_v,epsilon_squared,available_n,missing_n
CORE01,tissue_source_site,B0,2,17,8,60,0.117647,0.133333,-0.015686,0.866667,1.0,,,,,,,,
CORE01,tissue_source_site,B8,0,17,15,60,0.0,0.25,-0.25,0.0,0.209436,,,,,,,,
CORE01,tissue_source_site,BP,13,17,21,60,0.764706,0.35,0.414706,6.035714,0.079599,,,,,,,,
CORE01,tissue_source_site,CJ,1,17,8,60,0.058824,0.133333,-0.07451,0.40625,1.0,,,,,,,,
CORE01,tissue_source_site,CZ,1,17,7,60,0.058824,0.116667,-0.057843,0.473214,1.0,,,,,,,,
CORE01,tissue_source_site,G6,0,17,1,60,0.0,0.016667,-0.016667,0.0,1.0,,,,,,,,
CORE01,ct_phase,ART,1,17,4,60,0.058824,0.066667,-0.007843,0.875,1.0,,,,,,,,
CORE01,ct_phase,CE_UNSPECIFIED,3,17,7,60,0.176471,0.116667,0.059804,1.622449,1.0,,,,,,,,
CORE01,ct_phase,DEL,2,17,8,60,0.117647,0.133333,-0.015686,0.866667,1.0,,,,,,,,
CORE01,ct_phase,MAIN_CE_HIGH,5,17,6,60,0.294118,0.1,0.194118,3.75,0.323316,,,,,,,,
CORE01,ct_phase,MAIN_CE_MEDIUM,0,17,4,60,0.0,0.066667,-0.066667,0.0,1.0,,,,,,,,
CORE01,ct_phase,NC,1,17,3,60,0.058824,0.05,0.008824,1.1875,1.0,,,,,,,,
CORE01,ct_phase,NEPH,0,17,4,60,0.0,0.066667,-0.066667,0.0,1.0,,,,,,,,
CORE01,ct_phase,UNKNOWN,5,17,24,60,0.294118,0.4,-0.105882,0.625,1.0,,,,,,,,
CORE01,ct_manufacturer,GE,16,17,35,60,0.941176,0.583333,0.357843,11.428571,0.079599,,,,,,,,
CORE01,ct_manufacturer,PHILIPS,0,17,1,60,0.0,0.016667,-0.016667,0.0,1.0,,,,,,,,
CORE01,ct_manufacturer,SIEMENS,1,17,24,60,0.058824,0.4,-0.341176,0.09375,0.079599,,,,,,,,
CORE01,ct_scanner_model,Definition,0,17,1,60,0.0,0.016667,-0.016667,0.0,1.0,,,,,,,,
CORE01,ct_scanner_model,Definition AS+,0,17,5,60,0.0,0.083333,-0.083333,0.0,1.0,,,,,,,,
CORE01,ct_scanner_model,Emotion 6,0,17,1,60,0.0,0.016667,-0.016667,0.0,1.0,,,,,,,,
CORE01,ct_scanner_model,LightSpeed Plus,1,17,1,60,0.058824,0.016667,0.042157,3.6875,1.0,,,,,,,,
CORE01,ct_scanner_model,LightSpeed QX/i,1,17,6,60,0.058824,0.1,-0.041176,0.5625,1.0,,,,,,,,
